,ChangeInAssetsTurnover_TTM,ChangeInCashFlowMargin_TTM,ChangeInGrossMargin_TTM,ChangeInROE_TTM,DividendYieldGrowth_TTM_1Y,EarningGrowth_TTM_1Y,EarningGrowth_TTM_2Y,EarningGrowth_TTM_3Y,ForecastedGrowth,PastForecastError,PEG_TTM,SalesGrowth_TTM_1Y,Momentum120D,Momentum180D,Momentum240D,Momentum60D,Ret120D,Ret180D,Ret20D,Ret60D,AssetsTurnover,AssetsTurnover_TTM,CashFlowMargin,CashFlowMargin_TTM,FreeCashFlowMargin,FreeCashFlowMargin_TTM,GrossMargin,GrossMargin_TTM,GrossProfit2Assets_TTM,InventoryTurnover,InventoryTurnover_TTM,NetMargin,NetMargin_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,ROE,ROE_TTM,ROIC,ROIC_TTM,ROOA,ROOA_TTM,Accruals2Assets,Accruals2Assets_TTM,AssetGrowthRate,CapExRatio_TTM,DeferredTax_TTM,ExtraodinaryItem2OpProfits,ExtraodinaryItem2OpProfits_TTM,ExtraodinaryItem_TTM,Investment2AssetsRatio,PercentAccruals,PercentAccruals_TTM,WorkingCapital2Sales_TTM,CashRatio,CurrentRatio,Debt2Asset,Debt2Equity,InterestCoverage,InterestCoverage_TTM,Liab2Equity,QuickRatio,B2P,CapitalEmployed2EV,CashFlowYield_TTM,DividendYield_TTM,E2P_TTM,EBIT2EV_TTM,EBITDA2EV_TTM,EPS_FY,FCF2EV_TTM,GrossProfits2EV_TTM,S2EV_TTM,S2P_TTM
000002,0.462168200115,-0.327332530099,-0.647041411411,0.999262219565,0.602173571518,0.794533763199,0.270702283479,0.0840279054483,-0.33556640541,0.111779254292,-0.855196741053,1.30037398572,0.871194458167,1.50908922507,1.49287497345,1.25834019675,1.47363462619,1.66036774083,1.35572029348,1.28711943058,-1.09944780185,-0.934805006414,0.464381941263,0.0277678059728,0.809760730174,0.763525303028,0.571545332701,0.376053357669,-0.906269633447,-1.08152279364,-1.00805508089,0.13006071863,0.243657375545,0.263402553869,0.438473888695,-0.669847657218,-0.416424921512,-0.158694610601,0.753310159245,-0.387939509238,0.360004626239,-0.775223033672,-0.556772911002,-0.312987522873,0.00391932853529,0.913255936656,-0.955261172012,-0.655515080582,-0.422152558055,-0.695771034713,-0.80023067687,1.8356132285,-0.175048393669,0.0684090963754,2.25542551567,-0.785542728622,-0.213860493239,-0.462405984216,0.154440765734,1.06653879622,1.38275670753,2.53671912659,-1.03594892972,0.135004245954,0.901530205724,0.13337413628,-0.396406168989,0.191844131778,1.72162898823,0.94220971079,0.543217155705,1.0782238186,0.472108977255,-0.292918994508,-0.206448545259
000009,,1.63049298331,-0.409114034063,-0.957664360865,-0.386449817093,-1.20210381982,-0.760562022229,-0.367574378498,,-0.664669247493,,0.978946095954,-1.48181221764,-1.47548849269,-1.3056814972,-0.110140588752,-1.36910178037,-1.42185180628,-1.41330828495,-1.10706681381,-0.850639797412,-0.713866925115,-0.656694018884,-1.51597898645,-0.87741719157,-1.38763154438,1.03809842541,0.662644662971,-0.492984392571,-1.08152279364,-1.00805508089,-0.206940230443,-0.537940922189,-0.160937100726,-0.428049549288,-0.557886361371,-0.740894334813,-0.833213838123,-0.859625934205,-0.688276775834,-0.819787391175,-0.68529707742,-0.820298413305,0.133415952801,1.13926897406,0.0846424134169,0.731922722669,,0.130653035646,-0.008889317738,0.185948768916,1.04520381814,0.851794496985,1.91841006717,2.25542551567,-0.636712050418,0.321245073325,1.19241737832,1.21505845529,0.144878348998,0.192038503497,-0.59344061981,-0.614184917366,-0.970885906493,-0.375411570266,-1.22879378654,-1.08707827093,-1.01932782267,-0.802611542721,-1.00873802422,,-0.638280155742,-0.557984475999,-0.744587127169,-0.574454713197
000039,-0.808539811438,1.57325971274,0.22898123971,-0.746950360134,1.63214119965,-0.934669079516,1.74373016535,1.33120325817,0.807198871394,1.41849576812,-1.04191606059,-1.00909977189,0.342381767487,-0.46908620689,-0.949559529642,-0.171858666633,-0.148458326213,-0.592868105252,0.883064824964,-0.26257453003,0.337755960235,0.480660776273,0.135352740266,0.397410191367,0.387410188078,0.816174545846,-0.650288604459,-0.552871220889,-0.124102277602,-0.663675247677,-0.649842630561,-0.773601148799,-0.790094408099,-0.680429434067,-0.710267682899,-0.603739308057,-0.420862396489,-0.481431331956,0.106304931651,-0.550391831266,-0.163437524651,-0.611054876206,-0.349377429512,-0.417772360895,-1.38265741487,-1.34341587885,-0.467402850134,-0.889314311817,-0.0890628948324,-0.140312769821,0.198992164627,-0.975305997547,-0.289011892403,-1.29752458228,-0.00654866768558,-0.68756167734,-0.281675660376,0.986669750357,0.480441417011,0.456797454102,0.369855112552,0.0600165029538,-0.459825196495,0.16145251993,0.246854968523,1.83272444277,1.24036836858,-0.159341626443,0.601433765451,0.421328343233,0.3746489051,1.33027705834,0.844684085723,0.559840479663,0.955010372213
000060,,-0.832526007496,-2.20693204129,1.22072053175,1.21099596887,0.893964517805,0.268878022308,1.70278071943,-0.00502214622398,-1.19388564772,-0.332993902308,1.71681404088,0.192581837903,-0.743295229615,-0.732018306658,-0.458346332084,-0.733259778601,-0.340470598039,-0.182898985396,-0.314977242818,0.712424153223,1.36026615615,-0.165559284537,-0.284458391528,0.0333460180428,0.181485729274,-0.747574208694,-0.775663121577,0.190682943251,-0.253076128407,-0.232128294679,-0.750488914712,-0.698531663398,-0.577507271739,-0.54631954829,-0.443907023091,0.252978510745,-0.596287534981,0.584711242593,0.121335386726,1.0663813792,-0.11625148385,0.615430056131,0.195050101592,-0.0435299109662,-1.43574013637,-0.512738312057,1.8295792824,-0.998533502512,-0.932038280663,-0.967398703991,-1.34043833797,0.325619133874,-0.0303397851072,-0.452784560624,-0.671545008071,-0.763623784849,0.245503009902,-0.201192695858,0.291400406519,0.402058262192,-0.561228768561,-0.839170521308,-0.784645249391,-0.597950323222,-0.0497867647236,-0.817176986388,-0.792981855894,0.825667677914,0.802314678095,-0.798249852313,0.215496771684,0.114784304222,0.338913704314,0.309208498854
000061,,-0.0738527176462,,0.0900571008158,-1.23323603102,-0.350152814007,1.40754962986,1.45839474069,0.230062410719,0.0801667061096,0.58768497576,0.959040605001,-0.801410827811,-0.61824885906,-0.495820796005,-0.0210963006428,-0.404921578721,-0.887100774938,-1.26988087411,-0.845116995091,-0.988133366233,-1.0740647465,-0.837351713774,-0.490501305499,-1.72067307873,-1.89635947773,0.805518326255,0.717524657716,-1.0009677219,1.01893525442,0.946063679294,0.340745904429,0.271104755554,-0.130983067869,-0.398143355227,-0.457830635746,-0.618933552657,-0.776542545091,-0.886397023792,-0.835662021133,-1.1947409646,-0.782544553014,-1.11197020118,0.191764389879,0.199730237281,-0.768493800096,2.08579777737,0.228218281062,2.18479962167,2.27691245094,2.11679570574,0.508372098871,0.506946307246,0.393876336685,-0.793966688474,-0.474555205677,-1.17125871836,0.337996995777,-0.0684566437139,0.109036306103,0.0935424853956,-0.625550391053,-0.759890761497,-0.30781208051,-0.259882314479,-0.495952589401,-0.386279554443,-0.73980721582,-1.27487762276,-1.10658503716,-1.09722526345,-1.12171740915,-0.924394606912,-0.876424707807,-0.781399799249
000063,0.546295010433,-0.454673224896,-1.14501681227,-0.787365447642,-1.8023160169,-1.03553057742,-0.63978527192,-0.33057516076,0.733806130881,-0.244097769505,-0.645724860384,0.358491888019,-1.48181221764,-0.70025893895,-1.04044921557,-0.782184919062,-1.36910178037,-1.42185180628,-1.52643920123,-1.37924959254,0.203692916623,0.470438852343,-1.42333159574,-0.729208243244,-0.866538489694,-0.107240036573,0.31659803336,0.311862942169,0.831215057947,-0.538974763143,-0.451474517832,-0.945258462817,-0.980911289333,-0.992952877801,-1.0526739592,-0.938755691565,-0.828303959494,-1.09509360484,-0.696825833667,0.231476394456,1.1219917027,-0.128877451018,0.490444739811,1.65847820832,0.608478648636,-0.253407503927,-0.557207290357,-1.40419618579,-0.998533502512,2.27691245094,2.11679570574,-0.590043531722,1.85112538464,1.10597438323,0.00398169911079,-0.701188732032,-0.376959093422,1.0055377992,0.940195075915,1.19728878755,0.272754990067,0.570911806312,-0.143399063331,0.478946245453,0.133508349084,-1.18234841707,-0.133936156251,-0.963746276236,1.72162898823,1.72763568544,0.239125604277,-0.787884067057,1.85221297111,0.961020026957,1.64904537072
000069,-1.51370570803,1.85972242416,1.35934140861,0.159485291399,0.658533711475,0.128582918791,0.470880117621,-0.0563362947801,-0.67048777219,1.83086564599,-0.227662553257,-0.82385214598,0.935980477371,1.50908922507,1.51433390772,1.6261463325,0.905181791813,1.66036774083,0.275886915584,1.66983076309,-1.04727736254,-0.883326896646,-1.41676171987,0.0730472835254,-1.94663947482,-0.267387044959,1.12623185925,1.22525699532,-0.538845572095,-1.08152279364,-1.00805508089,-0.18517887786,0.465583879347,-0.0479497507212,0.638189603936,-0.749184418022,-0.187620655147,-0.525623838778,0.995257167832,-0.761009615086,-0.0987181772615,-0.766033467067,-0.31313642002,0.35224531024,0.224307974639,0.0443498097163,0.885879501877,-1.00584658171,-0.627168445853,-0.732285594172,-0.899290575197,0.851418333791,0.739971003409,0.145843200621,2.25542551567,-0.702462130438,-0.0924192200043,1.34208557138,1.00671704813,0.266053375406,0.686609886652,0.0784855052217,-1.05832688577,-0.59597545758,-0.137193489623,-0.146581722279,-1.08707827093,-0.668841081117,0.154883561238,0.0532920041655,-0.653038920264,0.124269644028,-0.405399950308,-0.782201532721,-0.620592808613
000157,0.125066005532,0.347508586266,1.02456616948,0.208781382971,0.243035306959,0.879007630665,1.35298525266,1.02191271253,-0.554520616013,1.83086564599,-0.920764090144,0.453511243382,1.70843098904,0.95793177167,0.617868141055,1.42202993778,0.0296637082635,0.498868977763,-0.885227507017,0.0229304768944,-0.0664166294156,-0.141858072559,-0.540994950241,-0.279407201339,-0.152757739096,0.312818982711,0.637884999674,0.655368269922,0.32969264981,-0.581979139631,-0.622358719739,0.405014898351,0.370982578764,0.405256505615,0.355380165176,1.16619832563,0.995977283791,1.27059278168,1.29441483261,1.54864496323,1.31545642762,1.31868169259,1.22816527136,1.40579494223,1.18002732357,-0.444607943821,-0.555309572603,0.0518695911131,-0.90605344455,-0.739545034227,-0.917317308498,-0.788272192976,0.203357035099,0.30129245149,0.279273478716,-0.0652768744734,0.170078378295,0.223134551301,-0.430086755807,1.37002531012,1.38275670753,0.242023288645,0.345729880478,0.126403722779,0.226666367871,-0.241062452287,0.758926884663,1.76659010141,1.72162898823,1.40040333186,0.750869655351,0.492029332578,1.14991399272,-0.158605078043,-0.277324434145
000402,0.288531542405,-0.690338858026,-0.577723329059,0.088369954499,,-0.249384651551,0.439669395142,0.00341578271804,-0.810776106394,0.362889215105,-0.701297241076,0.00201571851155,0.244496326775,0.986558760213,0.843211520065,0.764808651966,0.969992316671,1.33299651094,1.16994237601,1.1103615356,-1.09150169177,-1.14188730155,-0.759139138273,-1.51597898645,-0.211597561299,-1.18026446022,0.370063668209,0.540123969222,-1.13845321812,-1.08152279364,-1.00805508089,2.02382883861,0.750570082432,1.99523150693,1.05152503615,0.0348284469995,-0.535289490481,0.696067119514,-0.251452579723,-0.719453190111,-0.811315056414,-0.715473196877,-0.821821794284,0.435343792748,1.15762544468,-0.508982100209,-0.995326674798,1.88432786114,-0.560232154123,-0.696346928994,-0.829249806219,-0.567799205294,0.143897186535,1.0810379796,2.25542551567,-0.472777145413,-0.087861996692,0.977597959886,0.452445632579,0.482522254443,0.470317188525,0.0507939532701,-0.850149460698,1.74803296306,1.44456939747,-1.57488639392,-0.343575287056,1.76659010141,0.0832235178921,-0.397207323885,-0.148632947662,-0.587503041432,-0.509900501397,-0.704971757042,-0.474409553922
000425,,-0.234339286942,0.0794658010106,-0.868092685817,,-0.331001223067,0.271721090672,-0.115685347524,-0.944491329257,1.83086564599,-0.71970144074,-0.665226823698,-0.0576420399279,-1.35784542958,-1.47486608523,0.0428150978828,-1.28725921293,-0.538585694973,-0.759460667533,-0.519780689966,0.466598501829,0.535269296013,-0.768943116188,-0.958838707871,-0.549140127346,-0.617464736326,-0.211993854337,-0.281307632645,0.230092144145,-0.46036669365,-0.481794840961,-0.304911863431,-0.314326648487,-0.313734153779,-0.322797994108,0.68099609384,0.640849370309,0.870016728805,1.01736751438,0.634682808996,0.607037316264,0.51280151623,0.557596303423,1.65847820832,1.7623048298,1.57340698043,0.400449348206,,-0.46307565907,-0.570443160074,-0.546246824099,-0.176837039045,0.498926608866,0.780774907581,0.772681552111,-0.432200320514,-0.0238377314948,0.896879569251,-0.0220501798901,1.17194285709,1.38275670753,-0.261126507735,0.0989458118181,0.458123946456,-0.00133415316545,-1.29942226805,0.0560754065301,1.76659010141,1.63409161448,1.00790189929,1.77182521027,-1.57060305859,0.98149735536,0.342737062857,0.360704228727
